site;variable;value;Year;Month;Type;var
1030;precip.rrday_20161023;2.2430674963649;2016;10;prec;prec10
1032;precip.rrday_20161023;2.2430674963649;2016;10;prec;prec10
1076;precip.rrday_20161023;1.56264173126549;2016;10;prec;prec10
1206;precip.rrday_20161023;1.69910134660137;2016;10;prec;prec10
1367;precip.rrday_20161023;1.77578991397894;2016;10;prec;prec10
2813;precip.rrday_20161023;0.842018458675882;2016;10;prec;prec10
3222;precip.rrday_20161023;1.22239014548091;2016;10;prec;prec10
3225;precip.rrday_20161023;1.22239014548091;2016;10;prec;prec10
3379;precip.rrday_20161023;2.02905748575968;2016;10;prec;prec10
4193;precip.rrday_20161023;1.58526570224029;2016;10;prec;prec10
8560;precip.rrday_20161023;1.69910134660137;2016;10;prec;prec10
9150;precip.rrday_20161023;2.15216428870323;2016;10;prec;prec10
9646;precip.rrday_20161023;1.77578991397894;2016;10;prec;prec10
187;precip.rrday_20161024;3.52917643810838;2016;10;prec;prec10
617;precip.rrday_20161024;3.03132742282865;2016;10;prec;prec10
657;precip.rrday_20161024;3.44829607232051;2016;10;prec;prec10
853;precip.rrday_20161024;3.68099690689295;2016;10;prec;prec10
861;precip.rrday_20161024;3.92336772951675;2016;10;prec;prec10
946;precip.rrday_20161024;4.18662506212608;2016;10;prec;prec10
950;precip.rrday_20161024;3.52917643810838;2016;10;prec;prec10
1030;precip.rrday_20161024;3.61779591822124;2016;10;prec;prec10
1032;precip.rrday_20161024;3.61779591822124;2016;10;prec;prec10
1076;precip.rrday_20161024;3.44829607232051;2016;10;prec;prec10
1206;precip.rrday_20161024;4.21691277524542;2016;10;prec;prec10
1367;precip.rrday_20161024;3.92336772951675;2016;10;prec;prec10
2813;precip.rrday_20161024;4.43438912187283;2016;10;prec;prec10
3222;precip.rrday_20161024;2.91057901823149;2016;10;prec;prec10
3225;precip.rrday_20161024;2.91057901823149;2016;10;prec;prec10
3379;precip.rrday_20161024;2.84659035298056;2016;10;prec;prec10
4193;precip.rrday_20161024;3.03132742282865;2016;10;prec;prec10
8560;precip.rrday_20161024;4.21691277524542;2016;10;prec;prec10
9150;precip.rrday_20161024;3.97047384370734;2016;10;prec;prec10
9646;precip.rrday_20161024;3.92336772951675;2016;10;prec;prec10
187;precip.rrday_20161025;2.04739291286083;2016;10;prec;prec10
617;precip.rrday_20161025;1.59268415037191;2016;10;prec;prec10
657;precip.rrday_20161025;2.0856087208497;2016;10;prec;prec10
853;precip.rrday_20161025;2.22356383418127;2016;10;prec;prec10
861;precip.rrday_20161025;2.13667703582541;2016;10;prec;prec10
946;precip.rrday_20161025;2.26731034382538;2016;10;prec;prec10
950;precip.rrday_20161025;2.04739291286083;2016;10;prec;prec10
1030;precip.rrday_20161025;2.17864729407593;2016;10;prec;prec10
1032;precip.rrday_20161025;2.17864729407593;2016;10;prec;prec10
1076;precip.rrday_20161025;2.0856087208497;2016;10;prec;prec10
1206;precip.rrday_20161025;2.24873065938263;2016;10;prec;prec10
1367;precip.rrday_20161025;2.13667703582541;2016;10;prec;prec10
2813;precip.rrday_20161025;2.16906801801939;2016;10;prec;prec10
3222;precip.rrday_20161025;1.67495877686495;2016;10;prec;prec10
3225;precip.rrday_20161025;1.67495877686495;2016;10;prec;prec10
3379;precip.rrday_20161025;1.43609221330605;2016;10;prec;prec10
4193;precip.rrday_20161025;1.59268415037191;2016;10;prec;prec10
8560;precip.rrday_20161025;2.24873065938263;2016;10;prec;prec10
9150;precip.rrday_20161025;1.91605725308838;2016;10;prec;prec10
9646;precip.rrday_20161025;2.13667703582541;2016;10;prec;prec10
187;precip.rrday_20161026;4.93608755886787;2016;10;prec;prec10
617;precip.rrday_20161026;5.84564763664884;2016;10;prec;prec10
657;precip.rrday_20161026;5.72996236479486;2016;10;prec;prec10
853;precip.rrday_20161026;5.86618495959097;2016;10;prec;prec10
861;precip.rrday_20161026;4.96421133419136;2016;10;prec;prec10
946;precip.rrday_20161026;3.93409734136577;2016;10;prec;prec10
950;precip.rrday_20161026;4.93608755886787;2016;10;prec;prec10
1030;precip.rrday_20161026;5.70055700079288;2016;10;prec;prec10
1032;precip.rrday_20161026;5.70055700079288;2016;10;prec;prec10
1076;precip.rrday_20161026;5.72996236479486;2016;10;prec;prec10
1206;precip.rrday_20161026;3.42083569922716;2016;10;prec;prec10
1367;precip.rrday_20161026;4.96421133419136;2016;10;prec;prec10
2813;precip.rrday_20161026;2.80990860580465;2016;10;prec;prec10
3222;precip.rrday_20161026;4.89320914444627;2016;10;prec;prec10
3225;precip.rrday_20161026;4.89320914444627;2016;10;prec;prec10
3379;precip.rrday_20161026;6.33735535974603;2016;10;prec;prec10
4193;precip.rrday_20161026;5.84564763664884;2016;10;prec;prec10
8560;precip.rrday_20161026;3.42083569922716;2016;10;prec;prec10
9150;precip.rrday_20161026;4.32025035202131;2016;10;prec;prec10
9646;precip.rrday_20161026;4.96421133419136;2016;10;prec;prec10
187;precip.rrday_20161027;2.46371689047454;2016;10;prec;prec10
617;precip.rrday_20161027;1.74580821875268;2016;10;prec;prec10
657;precip.rrday_20161027;2.37607491355209;2016;10;prec;prec10
853;precip.rrday_20161027;2.35107014643717;2016;10;prec;prec10
861;precip.rrday_20161027;1.90540901522042;2016;10;prec;prec10
946;precip.rrday_20161027;2.15489550320356;2016;10;prec;prec10
950;precip.rrday_20161027;2.46371689047454;2016;10;prec;prec10
1030;precip.rrday_20161027;2.02666918891849;2016;10;prec;prec10
1032;precip.rrday_20161027;2.02666918891849;2016;10;prec;prec10
1076;precip.rrday_20161027;2.37607491355209;2016;10;prec;prec10
1206;precip.rrday_20161027;2.02644488494561;2016;10;prec;prec10
1367;precip.rrday_20161027;1.90540901522042;2016;10;prec;prec10
2813;precip.rrday_20161027;1.99315644667881;2016;10;prec;prec10
3222;precip.rrday_20161027;1.89906927494712;2016;10;prec;prec10
3225;precip.rrday_20161027;1.89906927494712;2016;10;prec;prec10
3379;precip.rrday_20161027;1.17884477458705;2016;10;prec;prec10
4193;precip.rrday_20161027;1.74580821875268;2016;10;prec;prec10
8560;precip.rrday_20161027;2.02644488494561;2016;10;prec;prec10
9150;precip.rrday_20161027;1.35619412362838;2016;10;prec;prec10
9646;precip.rrday_20161027;1.90540901522042;2016;10;prec;prec10
187;precip.rrday_20161028;1.43265536567173;2016;10;prec;prec10
617;precip.rrday_20161028;1.07129819377935;2016;10;prec;prec10
657;precip.rrday_20161028;1.10691240633052;2016;10;prec;prec10
853;precip.rrday_20161028;0.924871951570903;2016;10;prec;prec10
861;precip.rrday_20161028;1.25229912535217;2016;10;prec;prec10
946;precip.rrday_20161028;1.84234906526266;2016;10;prec;prec10
950;precip.rrday_20161028;1.43265536567173;2016;10;prec;prec10
1030;precip.rrday_20161028;0.970117240957825;2016;10;prec;prec10
1032;precip.rrday_20161028;0.970117240957825;2016;10;prec;prec10
1076;precip.rrday_20161028;1.10691240633052;2016;10;prec;prec10
1206;precip.rrday_20161028;2.04192473183948;2016;10;prec;prec10
1367;precip.rrday_20161028;1.25229912535217;2016;10;prec;prec10
2813;precip.rrday_20161028;2.49302952459435;2016;10;prec;prec10
3222;precip.rrday_20161028;1.19643829242204;2016;10;prec;prec10
3225;precip.rrday_20161028;1.19643829242204;2016;10;prec;prec10
3379;precip.rrday_20161028;0.794064432875738;2016;10;prec;prec10
4193;precip.rrday_20161028;1.07129819377935;2016;10;prec;prec10
8560;precip.rrday_20161028;2.04192473183948;2016;10;prec;prec10
9150;precip.rrday_20161028;1.42459823310001;2016;10;prec;prec10
9646;precip.rrday_20161028;1.25229912535217;2016;10;prec;prec10
187;precip.rrday_20161029;2.38474674760108;2016;10;prec;prec10
617;precip.rrday_20161029;1.77609982734296;2016;10;prec;prec10
657;precip.rrday_20161029;2.18750330832134;2016;10;prec;prec10
853;precip.rrday_20161029;2.27077789604896;2016;10;prec;prec10
861;precip.rrday_20161029;2.17598265359257;2016;10;prec;prec10
946;precip.rrday_20161029;2.6509648105476;2016;10;prec;prec10
950;precip.rrday_20161029;2.38474674760108;2016;10;prec;prec10
1030;precip.rrday_20161029;1.98543565748254;2016;10;prec;prec10
1032;precip.rrday_20161029;1.98543565748254;2016;10;prec;prec10
1076;precip.rrday_20161029;2.18750330832134;2016;10;prec;prec10
1206;precip.rrday_20161029;2.35265285767557;2016;10;prec;prec10
1367;precip.rrday_20161029;2.17598265359257;2016;10;prec;prec10
2813;precip.rrday_20161029;2.9456154082018;2016;10;prec;prec10
3222;precip.rrday_20161029;1.92598548928605;2016;10;prec;prec10
3225;precip.rrday_20161029;1.92598548928605;2016;10;prec;prec10
3379;precip.rrday_20161029;1.46409548204467;2016;10;prec;prec10
4193;precip.rrday_20161029;1.77609982734296;2016;10;prec;prec10
8560;precip.rrday_20161029;2.35265285767557;2016;10;prec;prec10
9150;precip.rrday_20161029;1.82564273157605;2016;10;prec;prec10
9646;precip.rrday_20161029;2.17598265359257;2016;10;prec;prec10
187;precip.rrday_20161030;1.13304031994051;2016;10;prec;prec10
617;precip.rrday_20161030;0.743657893118632;2016;10;prec;prec10
657;precip.rrday_20161030;0.78298808406788;2016;10;prec;prec10
853;precip.rrday_20161030;0.840495491141869;2016;10;prec;prec10
861;precip.rrday_20161030;1.32215130047737;2016;10;prec;prec10
946;precip.rrday_20161030;1.91605319191497;2016;10;prec;prec10
950;precip.rrday_20161030;1.13304031994051;2016;10;prec;prec10
1030;precip.rrday_20161030;0.792181958172539;2016;10;prec;prec10
1032;precip.rrday_20161030;0.792181958172539;2016;10;prec;prec10
1076;precip.rrday_20161030;0.78298808406788;2016;10;prec;prec10
1206;precip.rrday_20161030;1.97828490612439;2016;10;prec;prec10
1367;precip.rrday_20161030;1.32215130047737;2016;10;prec;prec10
2813;precip.rrday_20161030;2.57155501172099;2016;10;prec;prec10
3222;precip.rrday_20161030;1.05770359886965;2016;10;prec;prec10
3225;precip.rrday_20161030;1.05770359886965;2016;10;prec;prec10
3379;precip.rrday_20161030;0.646417423286621;2016;10;prec;prec10
4193;precip.rrday_20161030;0.743657893118632;2016;10;prec;prec10
8560;precip.rrday_20161030;1.97828490612439;2016;10;prec;prec10
9150;precip.rrday_20161030;1.60387357104286;2016;10;prec;prec10
9646;precip.rrday_20161030;1.32215130047737;2016;10;prec;prec10
187;precip.rrday_20161031;0.574122604653242;2016;10;prec;prec10
617;precip.rrday_20161031;0.656548337885101;2016;10;prec;prec10
657;precip.rrday_20161031;0.703824676688948;2016;10;prec;prec10
853;precip.rrday_20161031;0.684750429578055;2016;10;prec;prec10
861;precip.rrday_20161031;0.689742503647678;2016;10;prec;prec10
946;precip.rrday_20161031;0.60849545589476;2016;10;prec;prec10
950;precip.rrday_20161031;0.574122604653242;2016;10;prec;prec10
1030;precip.rrday_20161031;0.89295036735281;2016;10;prec;prec10
1032;precip.rrday_20161031;0.89295036735281;2016;10;prec;prec10
1076;precip.rrday_20161031;0.703824676688948;2016;10;prec;prec10
1206;precip.rrday_20161031;0.609416936512565;2016;10;prec;prec10
1367;precip.rrday_20161031;0.689742503647678;2016;10;prec;prec10
2813;precip.rrday_20161031;0.493237243500241;2016;10;prec;prec10
3222;precip.rrday_20161031;0.647877910603444;2016;10;prec;prec10
3225;precip.rrday_20161031;0.647877910603444;2016;10;prec;prec10
3379;precip.rrday_20161031;0.841978970375149;2016;10;prec;prec10
4193;precip.rrday_20161031;0.656548337885101;2016;10;prec;prec10
8560;precip.rrday_20161031;0.609416936512565;2016;10;prec;prec10
9150;precip.rrday_20161031;0.654682148057981;2016;10;prec;prec10
9646;precip.rrday_20161031;0.689742503647678;2016;10;prec;prec10
187;precip.rrday_20161101;9.10985615800828;2016;11;prec;prec11
617;precip.rrday_20161101;9.51767428434825;2016;11;prec;prec11
657;precip.rrday_20161101;10.2576310496813;2016;11;prec;prec11
853;precip.rrday_20161101;10.954124009433;2016;11;prec;prec11
861;precip.rrday_20161101;11.4630483958686;2016;11;prec;prec11
946;precip.rrday_20161101;10.2374090612352;2016;11;prec;prec11
950;precip.rrday_20161101;9.10985615800828;2016;11;prec;prec11
1030;precip.rrday_20161101;12.1625979220248;2016;11;prec;prec11
1032;precip.rrday_20161101;12.1625979220248;2016;11;prec;prec11
1076;precip.rrday_20161101;10.2576310496813;2016;11;prec;prec11
1206;precip.rrday_20161101;10.9366885018717;2016;11;prec;prec11
1367;precip.rrday_20161101;11.4630483958686;2016;11;prec;prec11
2813;precip.rrday_20161101;9.20930537000562;2016;11;prec;prec11
3222;precip.rrday_20161101;8.31609537376324;2016;11;prec;prec11
3225;precip.rrday_20161101;8.31609537376324;2016;11;prec;prec11
3379;precip.rrday_20161101;10.565268895046;2016;11;prec;prec11
4193;precip.rrday_20161101;9.51767428434825;2016;11;prec;prec11
8560;precip.rrday_20161101;10.9366885018717;2016;11;prec;prec11
9150;precip.rrday_20161101;11.9248097707573;2016;11;prec;prec11
9646;precip.rrday_20161101;11.4630483958686;2016;11;prec;prec11
187;precip.rrday_20161102;0;2016;11;prec;prec11
617;precip.rrday_20161102;0.237614373914413;2016;11;prec;prec11
657;precip.rrday_20161102;0;2016;11;prec;prec11
853;precip.rrday_20161102;0.166994683287679;2016;11;prec;prec11
861;precip.rrday_20161102;0.58945940309562;2016;11;prec;prec11
946;precip.rrday_20161102;0.281187226373572;2016;11;prec;prec11
950;precip.rrday_20161102;0;2016;11;prec;prec11
1030;precip.rrday_20161102;0.415325788523114;2016;11;prec;prec11
1032;precip.rrday_20161102;0.415325788523114;2016;11;prec;prec11
1076;precip.rrday_20161102;0;2016;11;prec;prec11
1206;precip.rrday_20161102;0.567789923677319;2016;11;prec;prec11
1367;precip.rrday_20161102;0.58945940309562;2016;11;prec;prec11
2813;precip.rrday_20161102;0.127843777646478;2016;11;prec;prec11
3222;precip.rrday_20161102;0.267226239073155;2016;11;prec;prec11
3225;precip.rrday_20161102;0.267226239073155;2016;11;prec;prec11
3379;precip.rrday_20161102;0.875868322619812;2016;11;prec;prec11
4193;precip.rrday_20161102;0.237614373914413;2016;11;prec;prec11
8560;precip.rrday_20161102;0.567789923677319;2016;11;prec;prec11
9150;precip.rrday_20161102;1.1514405901658;2016;11;prec;prec11
9646;precip.rrday_20161102;0.58945940309562;2016;11;prec;prec11
187;precip.rrday_20161103;0.914435518543182;2016;11;prec;prec11
617;precip.rrday_20161103;1.00452155298775;2016;11;prec;prec11
657;precip.rrday_20161103;1.2581292125155;2016;11;prec;prec11
853;precip.rrday_20161103;1.60094943584667;2016;11;prec;prec11
861;precip.rrday_20161103;1.23985690103579;2016;11;prec;prec11
946;precip.rrday_20161103;0.747800839232797;2016;11;prec;prec11
950;precip.rrday_20161103;0.914435518543182;2016;11;prec;prec11
1030;precip.rrday_20161103;1.39783532921066;2016;11;prec;prec11
1032;precip.rrday_20161103;1.39783532921066;2016;11;prec;prec11
1076;precip.rrday_20161103;1.2581292125155;2016;11;prec;prec11
1206;precip.rrday_20161103;0.63823100885093;2016;11;prec;prec11
1367;precip.rrday_20161103;1.23985690103579;2016;11;prec;prec11
2813;precip.rrday_20161103;0;2016;11;prec;prec11
3222;precip.rrday_20161103;1.02601993447401;2016;11;prec;prec11
3225;precip.rrday_20161103;1.02601993447401;2016;11;prec;prec11
3379;precip.rrday_20161103;1.22706661270344;2016;11;prec;prec11
4193;precip.rrday_20161103;1.00452155298775;2016;11;prec;prec11
8560;precip.rrday_20161103;0.63823100885093;2016;11;prec;prec11
9150;precip.rrday_20161103;1.01955815896337;2016;11;prec;prec11
9646;precip.rrday_20161103;1.23985690103579;2016;11;prec;prec11
187;precip.rrday_20161104;0;2016;11;prec;prec11
617;precip.rrday_20161104;0;2016;11;prec;prec11
657;precip.rrday_20161104;0;2016;11;prec;prec11
853;precip.rrday_20161104;0;2016;11;prec;prec11
861;precip.rrday_20161104;0;2016;11;prec;prec11
946;precip.rrday_20161104;0;2016;11;prec;prec11
950;precip.rrday_20161104;0;2016;11;prec;prec11
1030;precip.rrday_20161104;0;2016;11;prec;prec11
1032;precip.rrday_20161104;0;2016;11;prec;prec11
1076;precip.rrday_20161104;0;2016;11;prec;prec11
1206;precip.rrday_20161104;0;2016;11;prec;prec11
1367;precip.rrday_20161104;0;2016;11;prec;prec11
2813;precip.rrday_20161104;0;2016;11;prec;prec11
3222;precip.rrday_20161104;0;2016;11;prec;prec11
3225;precip.rrday_20161104;0;2016;11;prec;prec11
3379;precip.rrday_20161104;0;2016;11;prec;prec11
4193;precip.rrday_20161104;0;2016;11;prec;prec11
8560;precip.rrday_20161104;0;2016;11;prec;prec11
9150;precip.rrday_20161104;0;2016;11;prec;prec11
9646;precip.rrday_20161104;0;2016;11;prec;prec11
187;precip.rrday_20161105;0;2016;11;prec;prec11
617;precip.rrday_20161105;0;2016;11;prec;prec11
657;precip.rrday_20161105;0;2016;11;prec;prec11
853;precip.rrday_20161105;0.121768454466974;2016;11;prec;prec11
861;precip.rrday_20161105;0;2016;11;prec;prec11
946;precip.rrday_20161105;0;2016;11;prec;prec11
950;precip.rrday_20161105;0;2016;11;prec;prec11
1030;precip.rrday_20161105;0.147385694401488;2016;11;prec;prec11
1032;precip.rrday_20161105;0.147385694401488;2016;11;prec;prec11
1076;precip.rrday_20161105;0;2016;11;prec;prec11
1206;precip.rrday_20161105;0.188804081800875;2016;11;prec;prec11
1367;precip.rrday_20161105;0;2016;11;prec;prec11
2813;precip.rrday_20161105;0;2016;11;prec;prec11
3222;precip.rrday_20161105;0.250023689119554;2016;11;prec;prec11
3225;precip.rrday_20161105;0.250023689119554;2016;11;prec;prec11
3379;precip.rrday_20161105;0;2016;11;prec;prec11
4193;precip.rrday_20161105;0;2016;11;prec;prec11
8560;precip.rrday_20161105;0.188804081800875;2016;11;prec;prec11
9150;precip.rrday_20161105;0;2016;11;prec;prec11
9646;precip.rrday_20161105;0;2016;11;prec;prec11
187;precip.rrday_20161106;0;2016;11;prec;prec11
617;precip.rrday_20161106;0;2016;11;prec;prec11
657;precip.rrday_20161106;0;2016;11;prec;prec11
853;precip.rrday_20161106;0;2016;11;prec;prec11
861;precip.rrday_20161106;0;2016;11;prec;prec11
946;precip.rrday_20161106;0;2016;11;prec;prec11
950;precip.rrday_20161106;0;2016;11;prec;prec11
1030;precip.rrday_20161106;0;2016;11;prec;prec11
1032;precip.rrday_20161106;0;2016;11;prec;prec11
1076;precip.rrday_20161106;0;2016;11;prec;prec11
1206;precip.rrday_20161106;0;2016;11;prec;prec11
1367;precip.rrday_20161106;0;2016;11;prec;prec11
2813;precip.rrday_20161106;0;2016;11;prec;prec11
3222;precip.rrday_20161106;0;2016;11;prec;prec11
3225;precip.rrday_20161106;0;2016;11;prec;prec11
3379;precip.rrday_20161106;0;2016;11;prec;prec11
4193;precip.rrday_20161106;0;2016;11;prec;prec11
8560;precip.rrday_20161106;0;2016;11;prec;prec11
9150;precip.rrday_20161106;0;2016;11;prec;prec11
9646;precip.rrday_20161106;0;2016;11;prec;prec11
187;precip.rrday_20161107;4.50767277237025;2016;11;prec;prec11
617;precip.rrday_20161107;4.31356520730298;2016;11;prec;prec11
657;precip.rrday_20161107;4.6400735584931;2016;11;prec;prec11
853;precip.rrday_20161107;5.20676835999133;2016;11;prec;prec11
861;precip.rrday_20161107;5.85169215634205;2016;11;prec;prec11
946;precip.rrday_20161107;5.79411825210187;2016;11;prec;prec11
950;precip.rrday_20161107;4.50767277237025;2016;11;prec;prec11
1030;precip.rrday_20161107;5.41170837941728;2016;11;prec;prec11
1032;precip.rrday_20161107;5.41170837941728;2016;11;prec;prec11
1076;precip.rrday_20161107;4.6400735584931;2016;11;prec;prec11
1206;precip.rrday_20161107;6.05648373634293;2016;11;prec;prec11
1367;precip.rrday_20161107;5.85169215634205;2016;11;prec;prec11
2813;precip.rrday_20161107;5.926013331621;2016;11;prec;prec11
3222;precip.rrday_20161107;4.09077349368814;2016;11;prec;prec11
3225;precip.rrday_20161107;4.09077349368814;2016;11;prec;prec11
3379;precip.rrday_20161107;4.64188225376323;2016;11;prec;prec11
4193;precip.rrday_20161107;4.31356520730298;2016;11;prec;prec11
8560;precip.rrday_20161107;6.05648373634293;2016;11;prec;prec11
9150;precip.rrday_20161107;6.34599902705466;2016;11;prec;prec11
9646;precip.rrday_20161107;5.85169215634205;2016;11;prec;prec11
187;precip.rrday_20161108;3.2216862664726;2016;11;prec;prec11
617;precip.rrday_20161108;3.45053616749002;2016;11;prec;prec11
657;precip.rrday_20161108;3.72839425121811;2016;11;prec;prec11
853;precip.rrday_20161108;4.05905887674846;2016;11;prec;prec11
861;precip.rrday_20161108;4.71632331520233;2016;11;prec;prec11
946;precip.rrday_20161108;4.11540489307573;2016;11;prec;prec11
950;precip.rrday_20161108;3.2216862664726;2016;11;prec;prec11
1030;precip.rrday_20161108;4.86899776421617;2016;11;prec;prec11
1032;precip.rrday_20161108;4.86899776421617;2016;11;prec;prec11
1076;precip.rrday_20161108;3.72839425121811;2016;11;prec;prec11
1206;precip.rrday_20161108;4.73359288855878;2016;11;prec;prec11
1367;precip.rrday_20161108;4.71632331520233;2016;11;prec;prec11
2813;precip.rrday_20161108;3.63162692742676;2016;11;prec;prec11
3222;precip.rrday_20161108;3.01055902914989;2016;11;prec;prec11
3225;precip.rrday_20161108;3.01055902914989;2016;11;prec;prec11
3379;precip.rrday_20161108;4.04267638534174;2016;11;prec;prec11
4193;precip.rrday_20161108;3.45053616749002;2016;11;prec;prec11
8560;precip.rrday_20161108;4.73359288855878;2016;11;prec;prec11
9150;precip.rrday_20161108;5.39232874938408;2016;11;prec;prec11
9646;precip.rrday_20161108;4.71632331520233;2016;11;prec;prec11
187;precip.rrday_20161109;0.539109670940228;2016;11;prec;prec11
617;precip.rrday_20161109;0.71511179966253;2016;11;prec;prec11
657;precip.rrday_20161109;0.747597502999702;2016;11;prec;prec11
853;precip.rrday_20161109;0.432108782893479;2016;11;prec;prec11
861;precip.rrday_20161109;0.510769058540856;2016;11;prec;prec11
946;precip.rrday_20161109;0.290944755298691;2016;11;prec;prec11
950;precip.rrday_20161109;0.539109670940228;2016;11;prec;prec11
1030;precip.rrday_20161109;1.14119367506735;2016;11;prec;prec11
1032;precip.rrday_20161109;1.14119367506735;2016;11;prec;prec11
1076;precip.rrday_20161109;0.747597502999702;2016;11;prec;prec11
1206;precip.rrday_20161109;0.400487531613628;2016;11;prec;prec11
1367;precip.rrday_20161109;0.510769058540856;2016;11;prec;prec11
2813;precip.rrday_20161109;0.245952784155499;2016;11;prec;prec11
3222;precip.rrday_20161109;0.286949716935282;2016;11;prec;prec11
3225;precip.rrday_20161109;0.286949716935282;2016;11;prec;prec11
3379;precip.rrday_20161109;0.775156124525232;2016;11;prec;prec11
4193;precip.rrday_20161109;0.71511179966253;2016;11;prec;prec11
8560;precip.rrday_20161109;0.400487531613628;2016;11;prec;prec11
9150;precip.rrday_20161109;0.478212468659262;2016;11;prec;prec11
9646;precip.rrday_20161109;0.510769058540856;2016;11;prec;prec11
187;precip.rrday_20161110;2.55633725530031;2016;11;prec;prec11
617;precip.rrday_20161110;2.29566691812158;2016;11;prec;prec11
657;precip.rrday_20161110;2.71180613690241;2016;11;prec;prec11
853;precip.rrday_20161110;2.92612142806298;2016;11;prec;prec11
861;precip.rrday_20161110;2.52421730653074;2016;11;prec;prec11
946;precip.rrday_20161110;2.34015541874648;2016;11;prec;prec11
950;precip.rrday_20161110;2.55633725530031;2016;11;prec;prec11
1030;precip.rrday_20161110;2.578433681072;2016;11;prec;prec11
1032;precip.rrday_20161110;2.578433681072;2016;11;prec;prec11
1076;precip.rrday_20161110;2.71180613690241;2016;11;prec;prec11
1206;precip.rrday_20161110;2.10006055257857;2016;11;prec;prec11
1367;precip.rrday_20161110;2.52421730653074;2016;11;prec;prec11
2813;precip.rrday_20161110;1.90168255778435;2016;11;prec;prec11
3222;precip.rrday_20161110;2.09099812982642;2016;11;prec;prec11
3225;precip.rrday_20161110;2.09099812982642;2016;11;prec;prec11
3379;precip.rrday_20161110;2.06444156986294;2016;11;prec;prec11
4193;precip.rrday_20161110;2.29566691812158;2016;11;prec;prec11
8560;precip.rrday_20161110;2.10006055257857;2016;11;prec;prec11
9150;precip.rrday_20161110;2.1252313535473;2016;11;prec;prec11
9646;precip.rrday_20161110;2.52421730653074;2016;11;prec;prec11
187;precip.rrday_20161111;0.152624373156909;2016;11;prec;prec11
617;precip.rrday_20161111;0.350209611863198;2016;11;prec;prec11
657;precip.rrday_20161111;0.221597171096677;2016;11;prec;prec11
853;precip.rrday_20161111;0.147053895455731;2016;11;prec;prec11
861;precip.rrday_20161111;0.177175422464168;2016;11;prec;prec11
946;precip.rrday_20161111;0.156168101166405;2016;11;prec;prec11
950;precip.rrday_20161111;0.152624373156909;2016;11;prec;prec11
1030;precip.rrday_20161111;0.276369362917405;2016;11;prec;prec11
1032;precip.rrday_20161111;0.276369362917405;2016;11;prec;prec11
1076;precip.rrday_20161111;0.221597171096677;2016;11;prec;prec11
1206;precip.rrday_20161111;0.166469350037048;2016;11;prec;prec11
1367;precip.rrday_20161111;0.177175422464168;2016;11;prec;prec11
2813;precip.rrday_20161111;0.16866771498458;2016;11;prec;prec11
3222;precip.rrday_20161111;0.301523862714934;2016;11;prec;prec11
3225;precip.rrday_20161111;0.301523862714934;2016;11;prec;prec11
3379;precip.rrday_20161111;0.536587440303797;2016;11;prec;prec11
4193;precip.rrday_20161111;0.350209611863198;2016;11;prec;prec11
8560;precip.rrday_20161111;0.166469350037048;2016;11;prec;prec11
9150;precip.rrday_20161111;0.21398704041389;2016;11;prec;prec11
9646;precip.rrday_20161111;0.177175422464168;2016;11;prec;prec11
187;precip.rrday_20161112;0;2016;11;prec;prec11
617;precip.rrday_20161112;0;2016;11;prec;prec11
657;precip.rrday_20161112;0;2016;11;prec;prec11
853;precip.rrday_20161112;0;2016;11;prec;prec11
861;precip.rrday_20161112;0;2016;11;prec;prec11
946;precip.rrday_20161112;0;2016;11;prec;prec11
950;precip.rrday_20161112;0;2016;11;prec;prec11
1030;precip.rrday_20161112;0;2016;11;prec;prec11
1032;precip.rrday_20161112;0;2016;11;prec;prec11
1076;precip.rrday_20161112;0;2016;11;prec;prec11
1206;precip.rrday_20161112;0;2016;11;prec;prec11
1367;precip.rrday_20161112;0;2016;11;prec;prec11
2813;precip.rrday_20161112;0;2016;11;prec;prec11
3222;precip.rrday_20161112;0.0328030945167034;2016;11;prec;prec11
3225;precip.rrday_20161112;0.0328030945167034;2016;11;prec;prec11
3379;precip.rrday_20161112;0;2016;11;prec;prec11
4193;precip.rrday_20161112;0;2016;11;prec;prec11
8560;precip.rrday_20161112;0;2016;11;prec;prec11
9150;precip.rrday_20161112;0;2016;11;prec;prec11
9646;precip.rrday_20161112;0;2016;11;prec;prec11
187;precip.rrday_20161113;0.1483986116936;2016;11;prec;prec11
617;precip.rrday_20161113;0.154302202141117;2016;11;prec;prec11
657;precip.rrday_20161113;0.139783598809415;2016;11;prec;prec11
853;precip.rrday_20161113;0.0908300412860986;2016;11;prec;prec11
861;precip.rrday_20161113;0.0450162821172259;2016;11;prec;prec11
946;precip.rrday_20161113;0.0411008301289583;2016;11;prec;prec11
950;precip.rrday_20161113;0.1483986116936;2016;11;prec;prec11
1030;precip.rrday_20161113;0.0831305091287128;2016;11;prec;prec11
1032;precip.rrday_20161113;0.0831305091287128;2016;11;prec;prec11
1076;precip.rrday_20161113;0.139783598809415;2016;11;prec;prec11
1206;precip.rrday_20161113;0.0158357198274256;2016;11;prec;prec11
1367;precip.rrday_20161113;0.0450162821172259;2016;11;prec;prec11
2813;precip.rrday_20161113;0;2016;11;prec;prec11
3222;precip.rrday_20161113;0.0720453807246135;2016;11;prec;prec11
3225;precip.rrday_20161113;0.0720453807246135;2016;11;prec;prec11
