site;variable;value;Year;Month;Type;var
1367;tempMax.tmax_20170704;13.01;2017;7;temp;temp07
2813;tempMax.tmax_20170704;14.02;2017;7;temp;temp07
3222;tempMax.tmax_20170704;13.03;2017;7;temp;temp07
3225;tempMax.tmax_20170704;13.03;2017;7;temp;temp07
3379;tempMax.tmax_20170704;13.09;2017;7;temp;temp07
4193;tempMax.tmax_20170704;14.04;2017;7;temp;temp07
8560;tempMax.tmax_20170704;13.07;2017;7;temp;temp07
9150;tempMax.tmax_20170704;14;2017;7;temp;temp07
9646;tempMax.tmax_20170704;13.01;2017;7;temp;temp07
187;tempMax.tmax_20170705;15.01;2017;7;temp;temp07
617;tempMax.tmax_20170705;15.05;2017;7;temp;temp07
657;tempMax.tmax_20170705;14.07;2017;7;temp;temp07
853;tempMax.tmax_20170705;14.03;2017;7;temp;temp07
861;tempMax.tmax_20170705;14.08;2017;7;temp;temp07
946;tempMax.tmax_20170705;15.01;2017;7;temp;temp07
950;tempMax.tmax_20170705;15.01;2017;7;temp;temp07
1030;tempMax.tmax_20170705;14.01;2017;7;temp;temp07
1032;tempMax.tmax_20170705;14.01;2017;7;temp;temp07
1076;tempMax.tmax_20170705;14.07;2017;7;temp;temp07
1206;tempMax.tmax_20170705;15.01;2017;7;temp;temp07
1367;tempMax.tmax_20170705;14.08;2017;7;temp;temp07
2813;tempMax.tmax_20170705;16.02;2017;7;temp;temp07
3222;tempMax.tmax_20170705;14;2017;7;temp;temp07
3225;tempMax.tmax_20170705;14;2017;7;temp;temp07
3379;tempMax.tmax_20170705;14.09;2017;7;temp;temp07
4193;tempMax.tmax_20170705;15.05;2017;7;temp;temp07
8560;tempMax.tmax_20170705;15.01;2017;7;temp;temp07
9150;tempMax.tmax_20170705;15.07;2017;7;temp;temp07
9646;tempMax.tmax_20170705;14.08;2017;7;temp;temp07
187;tempMax.tmax_20170706;15.02;2017;7;temp;temp07
617;tempMax.tmax_20170706;15.08;2017;7;temp;temp07
657;tempMax.tmax_20170706;15.01;2017;7;temp;temp07
853;tempMax.tmax_20170706;14.07;2017;7;temp;temp07
861;tempMax.tmax_20170706;15.03;2017;7;temp;temp07
946;tempMax.tmax_20170706;15.02;2017;7;temp;temp07
950;tempMax.tmax_20170706;15.02;2017;7;temp;temp07
1030;tempMax.tmax_20170706;14.09;2017;7;temp;temp07
1032;tempMax.tmax_20170706;14.09;2017;7;temp;temp07
1076;tempMax.tmax_20170706;15.01;2017;7;temp;temp07
1206;tempMax.tmax_20170706;15.05;2017;7;temp;temp07
1367;tempMax.tmax_20170706;15.03;2017;7;temp;temp07
2813;tempMax.tmax_20170706;16;2017;7;temp;temp07
3222;tempMax.tmax_20170706;14.01;2017;7;temp;temp07
3225;tempMax.tmax_20170706;14.01;2017;7;temp;temp07
3379;tempMax.tmax_20170706;15.04;2017;7;temp;temp07
4193;tempMax.tmax_20170706;15.08;2017;7;temp;temp07
8560;tempMax.tmax_20170706;15.05;2017;7;temp;temp07
9150;tempMax.tmax_20170706;16.05;2017;7;temp;temp07
9646;tempMax.tmax_20170706;15.03;2017;7;temp;temp07
187;tempMax.tmax_20170707;21.08;2017;7;temp;temp07
617;tempMax.tmax_20170707;21.07;2017;7;temp;temp07
657;tempMax.tmax_20170707;21.05;2017;7;temp;temp07
853;tempMax.tmax_20170707;20.04;2017;7;temp;temp07
861;tempMax.tmax_20170707;18.08;2017;7;temp;temp07
946;tempMax.tmax_20170707;19.09;2017;7;temp;temp07
950;tempMax.tmax_20170707;21.08;2017;7;temp;temp07
1030;tempMax.tmax_20170707;19.08;2017;7;temp;temp07
1032;tempMax.tmax_20170707;19.08;2017;7;temp;temp07
1076;tempMax.tmax_20170707;21.05;2017;7;temp;temp07
1206;tempMax.tmax_20170707;18.07;2017;7;temp;temp07
1367;tempMax.tmax_20170707;18.08;2017;7;temp;temp07
2813;tempMax.tmax_20170707;21;2017;7;temp;temp07
3222;tempMax.tmax_20170707;20.03;2017;7;temp;temp07
3225;tempMax.tmax_20170707;20.03;2017;7;temp;temp07
3379;tempMax.tmax_20170707;20.07;2017;7;temp;temp07
4193;tempMax.tmax_20170707;21.07;2017;7;temp;temp07
8560;tempMax.tmax_20170707;18.07;2017;7;temp;temp07
9150;tempMax.tmax_20170707;18;2017;7;temp;temp07
9646;tempMax.tmax_20170707;18.08;2017;7;temp;temp07
187;tempMax.tmax_20170708;20.04;2017;7;temp;temp07
617;tempMax.tmax_20170708;19.09;2017;7;temp;temp07
657;tempMax.tmax_20170708;19.09;2017;7;temp;temp07
853;tempMax.tmax_20170708;19.02;2017;7;temp;temp07
861;tempMax.tmax_20170708;17.08;2017;7;temp;temp07
946;tempMax.tmax_20170708;18.05;2017;7;temp;temp07
950;tempMax.tmax_20170708;20.04;2017;7;temp;temp07
1030;tempMax.tmax_20170708;18.04;2017;7;temp;temp07
1032;tempMax.tmax_20170708;18.04;2017;7;temp;temp07
1076;tempMax.tmax_20170708;19.09;2017;7;temp;temp07
1206;tempMax.tmax_20170708;17.06;2017;7;temp;temp07
1367;tempMax.tmax_20170708;17.08;2017;7;temp;temp07
2813;tempMax.tmax_20170708;19.01;2017;7;temp;temp07
3222;tempMax.tmax_20170708;19;2017;7;temp;temp07
3225;tempMax.tmax_20170708;19;2017;7;temp;temp07
3379;tempMax.tmax_20170708;18.05;2017;7;temp;temp07
4193;tempMax.tmax_20170708;19.09;2017;7;temp;temp07
8560;tempMax.tmax_20170708;17.06;2017;7;temp;temp07
9150;tempMax.tmax_20170708;16.08;2017;7;temp;temp07
9646;tempMax.tmax_20170708;17.08;2017;7;temp;temp07
187;tempMax.tmax_20170709;19.09;2017;7;temp;temp07
617;tempMax.tmax_20170709;19.08;2017;7;temp;temp07
657;tempMax.tmax_20170709;19.01;2017;7;temp;temp07
853;tempMax.tmax_20170709;18;2017;7;temp;temp07
861;tempMax.tmax_20170709;17.05;2017;7;temp;temp07
946;tempMax.tmax_20170709;18.05;2017;7;temp;temp07
950;tempMax.tmax_20170709;19.09;2017;7;temp;temp07
1030;tempMax.tmax_20170709;17.06;2017;7;temp;temp07
1032;tempMax.tmax_20170709;17.06;2017;7;temp;temp07
1076;tempMax.tmax_20170709;19.01;2017;7;temp;temp07
1206;tempMax.tmax_20170709;18;2017;7;temp;temp07
1367;tempMax.tmax_20170709;17.05;2017;7;temp;temp07
2813;tempMax.tmax_20170709;20.01;2017;7;temp;temp07
3222;tempMax.tmax_20170709;18.06;2017;7;temp;temp07
3225;tempMax.tmax_20170709;18.06;2017;7;temp;temp07
3379;tempMax.tmax_20170709;18.05;2017;7;temp;temp07
4193;tempMax.tmax_20170709;19.08;2017;7;temp;temp07
8560;tempMax.tmax_20170709;18;2017;7;temp;temp07
9150;tempMax.tmax_20170709;17.04;2017;7;temp;temp07
9646;tempMax.tmax_20170709;17.05;2017;7;temp;temp07
187;tempMax.tmax_20170710;20.09;2017;7;temp;temp07
617;tempMax.tmax_20170710;20.07;2017;7;temp;temp07
657;tempMax.tmax_20170710;20.03;2017;7;temp;temp07
853;tempMax.tmax_20170710;19.01;2017;7;temp;temp07
861;tempMax.tmax_20170710;17.07;2017;7;temp;temp07
946;tempMax.tmax_20170710;18.08;2017;7;temp;temp07
950;tempMax.tmax_20170710;20.09;2017;7;temp;temp07
1030;tempMax.tmax_20170710;18.04;2017;7;temp;temp07
1032;tempMax.tmax_20170710;18.04;2017;7;temp;temp07
1076;tempMax.tmax_20170710;20.03;2017;7;temp;temp07
1206;tempMax.tmax_20170710;18;2017;7;temp;temp07
1367;tempMax.tmax_20170710;17.07;2017;7;temp;temp07
2813;tempMax.tmax_20170710;20;2017;7;temp;temp07
3222;tempMax.tmax_20170710;19.06;2017;7;temp;temp07
3225;tempMax.tmax_20170710;19.06;2017;7;temp;temp07
3379;tempMax.tmax_20170710;19.03;2017;7;temp;temp07
4193;tempMax.tmax_20170710;20.07;2017;7;temp;temp07
8560;tempMax.tmax_20170710;18;2017;7;temp;temp07
9150;tempMax.tmax_20170710;17.03;2017;7;temp;temp07
9646;tempMax.tmax_20170710;17.07;2017;7;temp;temp07
187;tempMax.tmax_20170711;18;2017;7;temp;temp07
617;tempMax.tmax_20170711;18.03;2017;7;temp;temp07
657;tempMax.tmax_20170711;17.08;2017;7;temp;temp07
853;tempMax.tmax_20170711;17.01;2017;7;temp;temp07
861;tempMax.tmax_20170711;16.07;2017;7;temp;temp07
946;tempMax.tmax_20170711;16.09;2017;7;temp;temp07
950;tempMax.tmax_20170711;18;2017;7;temp;temp07
1030;tempMax.tmax_20170711;17.01;2017;7;temp;temp07
1032;tempMax.tmax_20170711;17.01;2017;7;temp;temp07
1076;tempMax.tmax_20170711;17.08;2017;7;temp;temp07
1206;tempMax.tmax_20170711;16.05;2017;7;temp;temp07
1367;tempMax.tmax_20170711;16.07;2017;7;temp;temp07
2813;tempMax.tmax_20170711;17.05;2017;7;temp;temp07
3222;tempMax.tmax_20170711;17.02;2017;7;temp;temp07
3225;tempMax.tmax_20170711;17.02;2017;7;temp;temp07
3379;tempMax.tmax_20170711;17.06;2017;7;temp;temp07
4193;tempMax.tmax_20170711;18.03;2017;7;temp;temp07
8560;tempMax.tmax_20170711;16.05;2017;7;temp;temp07
9150;tempMax.tmax_20170711;16.04;2017;7;temp;temp07
9646;tempMax.tmax_20170711;16.07;2017;7;temp;temp07
187;tempMax.tmax_20170712;21.03;2017;7;temp;temp07
617;tempMax.tmax_20170712;21.05;2017;7;temp;temp07
657;tempMax.tmax_20170712;21;2017;7;temp;temp07
853;tempMax.tmax_20170712;19.09;2017;7;temp;temp07
861;tempMax.tmax_20170712;18.08;2017;7;temp;temp07
946;tempMax.tmax_20170712;19.05;2017;7;temp;temp07
950;tempMax.tmax_20170712;21.03;2017;7;temp;temp07
1030;tempMax.tmax_20170712;19.07;2017;7;temp;temp07
1032;tempMax.tmax_20170712;19.07;2017;7;temp;temp07
1076;tempMax.tmax_20170712;21;2017;7;temp;temp07
1206;tempMax.tmax_20170712;18.06;2017;7;temp;temp07
1367;tempMax.tmax_20170712;18.08;2017;7;temp;temp07
2813;tempMax.tmax_20170712;20.05;2017;7;temp;temp07
3222;tempMax.tmax_20170712;20.03;2017;7;temp;temp07
3225;tempMax.tmax_20170712;20.03;2017;7;temp;temp07
3379;tempMax.tmax_20170712;20.06;2017;7;temp;temp07
4193;tempMax.tmax_20170712;21.05;2017;7;temp;temp07
8560;tempMax.tmax_20170712;18.06;2017;7;temp;temp07
9150;tempMax.tmax_20170712;18;2017;7;temp;temp07
9646;tempMax.tmax_20170712;18.08;2017;7;temp;temp07
187;tempMax.tmax_20170713;18.01;2017;7;temp;temp07
617;tempMax.tmax_20170713;18.06;2017;7;temp;temp07
657;tempMax.tmax_20170713;17.08;2017;7;temp;temp07
853;tempMax.tmax_20170713;16.07;2017;7;temp;temp07
861;tempMax.tmax_20170713;16.05;2017;7;temp;temp07
946;tempMax.tmax_20170713;17;2017;7;temp;temp07
950;tempMax.tmax_20170713;18.01;2017;7;temp;temp07
1030;tempMax.tmax_20170713;17;2017;7;temp;temp07
1032;tempMax.tmax_20170713;17;2017;7;temp;temp07
1076;tempMax.tmax_20170713;17.08;2017;7;temp;temp07
1206;tempMax.tmax_20170713;17.01;2017;7;temp;temp07
1367;tempMax.tmax_20170713;16.05;2017;7;temp;temp07
2813;tempMax.tmax_20170713;18;2017;7;temp;temp07
3222;tempMax.tmax_20170713;17.04;2017;7;temp;temp07
3225;tempMax.tmax_20170713;17.04;2017;7;temp;temp07
3379;tempMax.tmax_20170713;18.02;2017;7;temp;temp07
4193;tempMax.tmax_20170713;18.06;2017;7;temp;temp07
8560;tempMax.tmax_20170713;17.01;2017;7;temp;temp07
9150;tempMax.tmax_20170713;17.01;2017;7;temp;temp07
9646;tempMax.tmax_20170713;16.05;2017;7;temp;temp07
187;tempMax.tmax_20170714;19.05;2017;7;temp;temp07
617;tempMax.tmax_20170714;19.06;2017;7;temp;temp07
657;tempMax.tmax_20170714;18.09;2017;7;temp;temp07
853;tempMax.tmax_20170714;18;2017;7;temp;temp07
861;tempMax.tmax_20170714;17.01;2017;7;temp;temp07
946;tempMax.tmax_20170714;18.03;2017;7;temp;temp07
950;tempMax.tmax_20170714;19.05;2017;7;temp;temp07
1030;tempMax.tmax_20170714;17.05;2017;7;temp;temp07
1032;tempMax.tmax_20170714;17.05;2017;7;temp;temp07
1076;tempMax.tmax_20170714;18.09;2017;7;temp;temp07
1206;tempMax.tmax_20170714;17.07;2017;7;temp;temp07
1367;tempMax.tmax_20170714;17.01;2017;7;temp;temp07
2813;tempMax.tmax_20170714;19.09;2017;7;temp;temp07
3222;tempMax.tmax_20170714;18.05;2017;7;temp;temp07
3225;tempMax.tmax_20170714;18.05;2017;7;temp;temp07
3379;tempMax.tmax_20170714;18.09;2017;7;temp;temp07
4193;tempMax.tmax_20170714;19.06;2017;7;temp;temp07
8560;tempMax.tmax_20170714;17.07;2017;7;temp;temp07
9150;tempMax.tmax_20170714;17.03;2017;7;temp;temp07
9646;tempMax.tmax_20170714;17.01;2017;7;temp;temp07
187;tempMax.tmax_20170715;22;2017;7;temp;temp07
617;tempMax.tmax_20170715;21.08;2017;7;temp;temp07
657;tempMax.tmax_20170715;21.07;2017;7;temp;temp07
853;tempMax.tmax_20170715;21;2017;7;temp;temp07
861;tempMax.tmax_20170715;19.08;2017;7;temp;temp07
946;tempMax.tmax_20170715;20.04;2017;7;temp;temp07
950;tempMax.tmax_20170715;22;2017;7;temp;temp07
1030;tempMax.tmax_20170715;20.03;2017;7;temp;temp07
1032;tempMax.tmax_20170715;20.03;2017;7;temp;temp07
1076;tempMax.tmax_20170715;21.07;2017;7;temp;temp07
1206;tempMax.tmax_20170715;19.06;2017;7;temp;temp07
1367;tempMax.tmax_20170715;19.08;2017;7;temp;temp07
2813;tempMax.tmax_20170715;21.02;2017;7;temp;temp07
3222;tempMax.tmax_20170715;20.06;2017;7;temp;temp07
3225;tempMax.tmax_20170715;20.06;2017;7;temp;temp07
3379;tempMax.tmax_20170715;20.09;2017;7;temp;temp07
4193;tempMax.tmax_20170715;21.08;2017;7;temp;temp07
8560;tempMax.tmax_20170715;19.06;2017;7;temp;temp07
9150;tempMax.tmax_20170715;19.03;2017;7;temp;temp07
9646;tempMax.tmax_20170715;19.08;2017;7;temp;temp07
187;tempMax.tmax_20170716;21.04;2017;7;temp;temp07
617;tempMax.tmax_20170716;21.02;2017;7;temp;temp07
657;tempMax.tmax_20170716;20.07;2017;7;temp;temp07
853;tempMax.tmax_20170716;19.06;2017;7;temp;temp07
861;tempMax.tmax_20170716;18.02;2017;7;temp;temp07
946;tempMax.tmax_20170716;19.02;2017;7;temp;temp07
950;tempMax.tmax_20170716;21.04;2017;7;temp;temp07
1030;tempMax.tmax_20170716;18.08;2017;7;temp;temp07
1032;tempMax.tmax_20170716;18.08;2017;7;temp;temp07
1076;tempMax.tmax_20170716;20.07;2017;7;temp;temp07
1206;tempMax.tmax_20170716;18.06;2017;7;temp;temp07
1367;tempMax.tmax_20170716;18.02;2017;7;temp;temp07
2813;tempMax.tmax_20170716;20.03;2017;7;temp;temp07
3222;tempMax.tmax_20170716;20.02;2017;7;temp;temp07
3225;tempMax.tmax_20170716;20.02;2017;7;temp;temp07
3379;tempMax.tmax_20170716;19.08;2017;7;temp;temp07
4193;tempMax.tmax_20170716;21.02;2017;7;temp;temp07
8560;tempMax.tmax_20170716;18.06;2017;7;temp;temp07
9150;tempMax.tmax_20170716;17.09;2017;7;temp;temp07
9646;tempMax.tmax_20170716;18.02;2017;7;temp;temp07
187;tempMax.tmax_20170717;19;2017;7;temp;temp07
617;tempMax.tmax_20170717;18.08;2017;7;temp;temp07
657;tempMax.tmax_20170717;18.05;2017;7;temp;temp07
853;tempMax.tmax_20170717;18.01;2017;7;temp;temp07
861;tempMax.tmax_20170717;18.01;2017;7;temp;temp07
946;tempMax.tmax_20170717;18.06;2017;7;temp;temp07
950;tempMax.tmax_20170717;19;2017;7;temp;temp07
1030;tempMax.tmax_20170717;17.08;2017;7;temp;temp07
1032;tempMax.tmax_20170717;17.08;2017;7;temp;temp07
1076;tempMax.tmax_20170717;18.05;2017;7;temp;temp07
1206;tempMax.tmax_20170717;18.04;2017;7;temp;temp07
1367;tempMax.tmax_20170717;18.01;2017;7;temp;temp07
2813;tempMax.tmax_20170717;19.06;2017;7;temp;temp07
3222;tempMax.tmax_20170717;17.09;2017;7;temp;temp07
3225;tempMax.tmax_20170717;17.09;2017;7;temp;temp07
3379;tempMax.tmax_20170717;17.09;2017;7;temp;temp07
4193;tempMax.tmax_20170717;18.08;2017;7;temp;temp07
8560;tempMax.tmax_20170717;18.04;2017;7;temp;temp07
9150;tempMax.tmax_20170717;18.02;2017;7;temp;temp07
9646;tempMax.tmax_20170717;18.01;2017;7;temp;temp07
187;tempMax.tmax_20170718;18.06;2017;7;temp;temp07
617;tempMax.tmax_20170718;18.06;2017;7;temp;temp07
657;tempMax.tmax_20170718;18.02;2017;7;temp;temp07
853;tempMax.tmax_20170718;18;2017;7;temp;temp07
861;tempMax.tmax_20170718;17.08;2017;7;temp;temp07
946;tempMax.tmax_20170718;18.04;2017;7;temp;temp07
950;tempMax.tmax_20170718;18.06;2017;7;temp;temp07
1030;tempMax.tmax_20170718;17.04;2017;7;temp;temp07
1032;tempMax.tmax_20170718;17.04;2017;7;temp;temp07
1076;tempMax.tmax_20170718;18.02;2017;7;temp;temp07
1206;tempMax.tmax_20170718;18.02;2017;7;temp;temp07
1367;tempMax.tmax_20170718;17.08;2017;7;temp;temp07
2813;tempMax.tmax_20170718;19.04;2017;7;temp;temp07
3222;tempMax.tmax_20170718;17.05;2017;7;temp;temp07
3225;tempMax.tmax_20170718;17.05;2017;7;temp;temp07
3379;tempMax.tmax_20170718;17.09;2017;7;temp;temp07
4193;tempMax.tmax_20170718;18.06;2017;7;temp;temp07
8560;tempMax.tmax_20170718;18.02;2017;7;temp;temp07
9150;tempMax.tmax_20170718;18.02;2017;7;temp;temp07
9646;tempMax.tmax_20170718;17.08;2017;7;temp;temp07
187;tempMax.tmax_20170719;18;2017;7;temp;temp07
617;tempMax.tmax_20170719;18.03;2017;7;temp;temp07
657;tempMax.tmax_20170719;17.07;2017;7;temp;temp07
853;tempMax.tmax_20170719;17.04;2017;7;temp;temp07
861;tempMax.tmax_20170719;16.09;2017;7;temp;temp07
946;tempMax.tmax_20170719;17.02;2017;7;temp;temp07
950;tempMax.tmax_20170719;18;2017;7;temp;temp07
1030;tempMax.tmax_20170719;16.08;2017;7;temp;temp07
1032;tempMax.tmax_20170719;16.08;2017;7;temp;temp07
1076;tempMax.tmax_20170719;17.07;2017;7;temp;temp07
1206;tempMax.tmax_20170719;16.07;2017;7;temp;temp07
1367;tempMax.tmax_20170719;16.09;2017;7;temp;temp07
2813;tempMax.tmax_20170719;18.01;2017;7;temp;temp07
3222;tempMax.tmax_20170719;16.09;2017;7;temp;temp07
3225;tempMax.tmax_20170719;16.09;2017;7;temp;temp07
3379;tempMax.tmax_20170719;17.07;2017;7;temp;temp07
4193;tempMax.tmax_20170719;18.03;2017;7;temp;temp07
8560;tempMax.tmax_20170719;16.07;2017;7;temp;temp07
9150;tempMax.tmax_20170719;17;2017;7;temp;temp07
9646;tempMax.tmax_20170719;16.09;2017;7;temp;temp07
187;tempMax.tmax_20170720;19.05;2017;7;temp;temp07
617;tempMax.tmax_20170720;19.04;2017;7;temp;temp07
657;tempMax.tmax_20170720;19.01;2017;7;temp;temp07
853;tempMax.tmax_20170720;18.09;2017;7;temp;temp07
861;tempMax.tmax_20170720;18.04;2017;7;temp;temp07
946;tempMax.tmax_20170720;19;2017;7;temp;temp07
950;tempMax.tmax_20170720;19.05;2017;7;temp;temp07
1030;tempMax.tmax_20170720;18;2017;7;temp;temp07
1032;tempMax.tmax_20170720;18;2017;7;temp;temp07
1076;tempMax.tmax_20170720;19.01;2017;7;temp;temp07
1206;tempMax.tmax_20170720;18.06;2017;7;temp;temp07
1367;tempMax.tmax_20170720;18.04;2017;7;temp;temp07
2813;tempMax.tmax_20170720;19.07;2017;7;temp;temp07
3222;tempMax.tmax_20170720;18.02;2017;7;temp;temp07
3225;tempMax.tmax_20170720;18.02;2017;7;temp;temp07
3379;tempMax.tmax_20170720;18.04;2017;7;temp;temp07
4193;tempMax.tmax_20170720;19.04;2017;7;temp;temp07
8560;tempMax.tmax_20170720;18.06;2017;7;temp;temp07
9150;tempMax.tmax_20170720;18.08;2017;7;temp;temp07
9646;tempMax.tmax_20170720;18.04;2017;7;temp;temp07
187;tempMax.tmax_20170721;19.02;2017;7;temp;temp07
617;tempMax.tmax_20170721;18.09;2017;7;temp;temp07
657;tempMax.tmax_20170721;19.01;2017;7;temp;temp07
853;tempMax.tmax_20170721;19;2017;7;temp;temp07
861;tempMax.tmax_20170721;18.05;2017;7;temp;temp07
946;tempMax.tmax_20170721;18.07;2017;7;temp;temp07
950;tempMax.tmax_20170721;19.02;2017;7;temp;temp07
1030;tempMax.tmax_20170721;18.04;2017;7;temp;temp07
1032;tempMax.tmax_20170721;18.04;2017;7;temp;temp07
1076;tempMax.tmax_20170721;19.01;2017;7;temp;temp07
1206;tempMax.tmax_20170721;18.05;2017;7;temp;temp07
1367;tempMax.tmax_20170721;18.05;2017;7;temp;temp07
2813;tempMax.tmax_20170721;18.08;2017;7;temp;temp07
3222;tempMax.tmax_20170721;17.09;2017;7;temp;temp07
3225;tempMax.tmax_20170721;17.09;2017;7;temp;temp07
3379;tempMax.tmax_20170721;18.01;2017;7;temp;temp07
4193;tempMax.tmax_20170721;18.09;2017;7;temp;temp07
8560;tempMax.tmax_20170721;18.05;2017;7;temp;temp07
9150;tempMax.tmax_20170721;18.08;2017;7;temp;temp07
9646;tempMax.tmax_20170721;18.05;2017;7;temp;temp07
187;tempMax.tmax_20170722;19.08;2017;7;temp;temp07
617;tempMax.tmax_20170722;19.05;2017;7;temp;temp07
657;tempMax.tmax_20170722;19.05;2017;7;temp;temp07
853;tempMax.tmax_20170722;19.04;2017;7;temp;temp07
861;tempMax.tmax_20170722;18.09;2017;7;temp;temp07
946;tempMax.tmax_20170722;19.01;2017;7;temp;temp07
950;tempMax.tmax_20170722;19.08;2017;7;temp;temp07
1030;tempMax.tmax_20170722;18.07;2017;7;temp;temp07
1032;tempMax.tmax_20170722;18.07;2017;7;temp;temp07
1076;tempMax.tmax_20170722;19.05;2017;7;temp;temp07
1206;tempMax.tmax_20170722;18.07;2017;7;temp;temp07
1367;tempMax.tmax_20170722;18.09;2017;7;temp;temp07
2813;tempMax.tmax_20170722;19.05;2017;7;temp;temp07
3222;tempMax.tmax_20170722;18.04;2017;7;temp;temp07
3225;tempMax.tmax_20170722;18.04;2017;7;temp;temp07
3379;tempMax.tmax_20170722;18.05;2017;7;temp;temp07
4193;tempMax.tmax_20170722;19.05;2017;7;temp;temp07
8560;tempMax.tmax_20170722;18.07;2017;7;temp;temp07
9150;tempMax.tmax_20170722;18.07;2017;7;temp;temp07
9646;tempMax.tmax_20170722;18.09;2017;7;temp;temp07
187;tempMax.tmax_20170723;19.09;2017;7;temp;temp07
617;tempMax.tmax_20170723;19.06;2017;7;temp;temp07
657;tempMax.tmax_20170723;19.09;2017;7;temp;temp07
853;tempMax.tmax_20170723;19.09;2017;7;temp;temp07
861;tempMax.tmax_20170723;20.02;2017;7;temp;temp07
946;tempMax.tmax_20170723;19.09;2017;7;temp;temp07
950;tempMax.tmax_20170723;19.09;2017;7;temp;temp07
1030;tempMax.tmax_20170723;19.07;2017;7;temp;temp07
1032;tempMax.tmax_20170723;19.07;2017;7;temp;temp07
1076;tempMax.tmax_20170723;19.09;2017;7;temp;temp07
1206;tempMax.tmax_20170723;20.01;2017;7;temp;temp07
1367;tempMax.tmax_20170723;20.02;2017;7;temp;temp07
2813;tempMax.tmax_20170723;19.07;2017;7;temp;temp07
3222;tempMax.tmax_20170723;18.04;2017;7;temp;temp07
3225;tempMax.tmax_20170723;18.04;2017;7;temp;temp07
3379;tempMax.tmax_20170723;18.06;2017;7;temp;temp07
4193;tempMax.tmax_20170723;19.06;2017;7;temp;temp07
8560;tempMax.tmax_20170723;20.01;2017;7;temp;temp07
9150;tempMax.tmax_20170723;20.06;2017;7;temp;temp07
9646;tempMax.tmax_20170723;20.02;2017;7;temp;temp07
187;tempMax.tmax_20170724;20.08;2017;7;temp;temp07
617;tempMax.tmax_20170724;20.02;2017;7;temp;temp07
657;tempMax.tmax_20170724;20.08;2017;7;temp;temp07
853;tempMax.tmax_20170724;21.03;2017;7;temp;temp07
861;tempMax.tmax_20170724;21.06;2017;7;temp;temp07
946;tempMax.tmax_20170724;21.01;2017;7;temp;temp07
950;tempMax.tmax_20170724;20.08;2017;7;temp;temp07
1030;tempMax.tmax_20170724;20.08;2017;7;temp;temp07
1032;tempMax.tmax_20170724;20.08;2017;7;temp;temp07
1076;tempMax.tmax_20170724;20.08;2017;7;temp;temp07
1206;tempMax.tmax_20170724;21.03;2017;7;temp;temp07
1367;tempMax.tmax_20170724;21.06;2017;7;temp;temp07
2813;tempMax.tmax_20170724;20.06;2017;7;temp;temp07
3222;tempMax.tmax_20170724;19.04;2017;7;temp;temp07
3225;tempMax.tmax_20170724;19.04;2017;7;temp;temp07
3379;tempMax.tmax_20170724;19.04;2017;7;temp;temp07
4193;tempMax.tmax_20170724;20.02;2017;7;temp;temp07
8560;tempMax.tmax_20170724;21.03;2017;7;temp;temp07
9150;tempMax.tmax_20170724;22;2017;7;temp;temp07
9646;tempMax.tmax_20170724;21.06;2017;7;temp;temp07
187;tempMax.tmax_20170725;21;2017;7;temp;temp07
617;tempMax.tmax_20170725;20.01;2017;7;temp;temp07
657;tempMax.tmax_20170725;21;2017;7;temp;temp07
853;tempMax.tmax_20170725;21.05;2017;7;temp;temp07
861;tempMax.tmax_20170725;21.04;2017;7;temp;temp07
946;tempMax.tmax_20170725;21.01;2017;7;temp;temp07
950;tempMax.tmax_20170725;21;2017;7;temp;temp07
1030;tempMax.tmax_20170725;20.09;2017;7;temp;temp07
1032;tempMax.tmax_20170725;20.09;2017;7;temp;temp07
1076;tempMax.tmax_20170725;21;2017;7;temp;temp07
1206;tempMax.tmax_20170725;21.01;2017;7;temp;temp07
1367;tempMax.tmax_20170725;21.04;2017;7;temp;temp07
2813;tempMax.tmax_20170725;20.04;2017;7;temp;temp07
3222;tempMax.tmax_20170725;19.09;2017;7;temp;temp07
3225;tempMax.tmax_20170725;19.09;2017;7;temp;temp07
3379;tempMax.tmax_20170725;19.03;2017;7;temp;temp07
4193;tempMax.tmax_20170725;20.01;2017;7;temp;temp07
8560;tempMax.tmax_20170725;21.01;2017;7;temp;temp07
9150;tempMax.tmax_20170725;21.02;2017;7;temp;temp07
9646;tempMax.tmax_20170725;21.04;2017;7;temp;temp07
187;tempMax.tmax_20170726;20.09;2017;7;temp;temp07
617;tempMax.tmax_20170726;19.06;2017;7;temp;temp07
657;tempMax.tmax_20170726;20.07;2017;7;temp;temp07
853;tempMax.tmax_20170726;21;2017;7;temp;temp07
861;tempMax.tmax_20170726;20.08;2017;7;temp;temp07
946;tempMax.tmax_20170726;21;2017;7;temp;temp07
950;tempMax.tmax_20170726;20.09;2017;7;temp;temp07
1030;tempMax.tmax_20170726;20.04;2017;7;temp;temp07
1032;tempMax.tmax_20170726;20.04;2017;7;temp;temp07
1076;tempMax.tmax_20170726;20.07;2017;7;temp;temp07
1206;tempMax.tmax_20170726;21;2017;7;temp;temp07
1367;tempMax.tmax_20170726;20.08;2017;7;temp;temp07
2813;tempMax.tmax_20170726;20.06;2017;7;temp;temp07
3222;tempMax.tmax_20170726;19.09;2017;7;temp;temp07
3225;tempMax.tmax_20170726;19.09;2017;7;temp;temp07
